content,score,thumbsUpCount,cleaned_content,language,sentiment_label,word_count,review_date
"☢️spamming, disgusting abuse containing, sexually obsessed, horror adverts, pre watershed hours. Blocking does nothing they've upset my young children's day/ dreams/SLEEP screams of ""Daddy that scary adverts back on"" for the thousandth time u r vile🏴‍☠️&☢️ right now as a company☢️",1,0,spamming disgusting abuse containing sexually obsessed horror adverts pre watershed hours blocking nothing theyve upset young childrens day dreamssleep screams daddy scary adverts back thousandth time u r vile right company,en,negative,31,
All features are good and fun but some songs are not available 😔 otherwise should definitely use infact better and easier to use than other apps😁🙌🏻,5,0,features good fun songs available otherwise definitely use infact better easier use apps,en,positive,13,
best experience in my life,5,0,best experience life,en,positive,3,
I absolutely love this app. I wish I could give it 1000 stars. it's pretty cheap for high quality music,5,0,absolutely love app wish could give stars pretty cheap high quality music,en,positive,12,
good music 🎶,5,0,good music,en,positive,2,
best music streaming platform,5,0,best music streaming platform,en,positive,4,
I want more control on my home screen in the car such as the ability to temporarily filter Explicit songs or hide offensive podcasts such as the Joe Rogan one Spotify had invested in - pick more wisely Spotify! There is currently no quick way to make this selection and navigation in android auto with knob control (Acura) is atrocious.,1,8,want control home screen car ability temporarily filter explicit songs hide offensive podcasts joe rogan one spotify invested pick wisely spotify currently quick way make selection navigation android auto knob control acura atrocious,en,negative,33,
this Spotify app is good for All of us mind,5,0,spotify app good us mind,en,positive,5,
"""Mai Vijay"" ad is most irritating part in Spotify.",2,0,mai vijay ad irritating part spotify,en,negative,6,
this is such a great app...you can listen to any music even in offline...,5,0,great appyou listen music even offline,en,positive,6,
l like this app so much,5,0,l like app much,en,positive,4,
the worst app Even can't play your own songs only and only ads better just make the app paid because there is nothing in free just ads and annoying thing like can't play music on own even after an hour you can't do anything anymore. everybody at least uses music for 2 hours a day after only one song there are 2to 3 ads just can't listen music peacefully,1,0,worst app even cant play songs ads better make app paid nothing free ads annoying thing like cant play music even hour cant anything anymore everybody least uses music hours day one song ads cant listen music peacefully,en,negative,38,
love using when doing homework,5,0,love using homework,en,positive,3,
it's good and easy to use,3,0,good easy use,en,positive,3,
the amount of ads is insane and it's getting worse year after year!,1,0,amount ads insane getting worse year year,en,negative,7,
Good enough,4,0,good enough,en,positive,2,
"nice ,good,superb,best,",4,0,nice goodsuperbbest,en,positive,2,
worst app ever but came again and again for listening it's my bad,1,0,worst app ever came listening bad,en,negative,6,
it's fun,5,0,fun,en,positive,1,
"Free to use, Paid to Enjoy.",5,0,free use paid enjoy,en,positive,4,
new update is cool,5,0,new update cool,en,positive,3,
good but it keeps on puts ads even tho I tell that this isn't related to me it keeps on puts the same ads,3,0,good keeps puts ads even tho tell isnt related keeps puts ads,en,positive,12,
Overall good!! but so many ads after the premium expired. Otherwise everything is best according to a music app!!👍,4,0,overall good many ads premium expired otherwise everything best according music app,en,positive,12,
this app is my comfort zone ♥️,5,0,app comfort zone,en,positive,3,
facing many problems in these days😡,1,0,facing many problems days,en,negative,4,
Great app and extremely recommended! I used to use YouTube Music and it was great until I saw I can't play it on different apps. I saw my dad using Spotify for his podcasts he listened to daily (using blue tooth) and I kept it away from me until last month. I finally tried it and I played the first song. Amazing audio and stuff! RECOMMENDED!,5,1,great app extremely recommended used use youtube music great saw cant play different apps saw dad using spotify podcasts listened daily using blue tooth kept away last month finally tried played first song amazing audio stuff recommended,en,positive,37,
Fast and easy to use and browse. Thank you for an amazing music app.,4,22,fast easy use browse thank amazing music app,en,positive,8,
No ads should be there,1,0,ads,en,negative,1,
Love this music app,5,0,love music app,en,positive,3,
the greatest app,5,0,greatest app,en,positive,2,
Perfect,5,0,perfect,en,positive,1,
No caption or mention,5,0,caption mention,en,negative,2,
"I spend so much time listening to music, and especially when I am doing a task. But lately Spotify has been BUNS. Like random crashes and stuff, and then if u want the feature that's let's you choose a song to pick, which shouldn't be for money, but it is. 🤦‍♂️",5,2,spend much time listening music especially task lately spotify buns like random crashes stuff u want feature thats lets choose song pick shouldnt money,en,positive,24,
Select releasing lossless kinda irritating. Why couldn't you have just done a global launch. After years of people complaining about no lossless and you give more reasons for people to complain. If I have to wait till the end of October for it I'm not updating my review from 2 stars.,2,2,select releasing lossless kinda irritating couldnt done global launch years people complaining lossless give reasons people complain wait till end october im updating review stars,en,negative,25,
"can we get a feature that allows the lyrics to STAY displayed when in full screen mode between songs, rather than closing the lyric screen and switching back to the cover art automatically? love spotify. UPDATE TO ADD: also a feature that allows for liked songs to be organized by choice of alphabet, recently played, recently added, etc. :)",5,0,get feature allows lyrics stay displayed full screen mode songs rather closing lyric screen switching back cover art automatically love spotify update add also feature allows liked songs organized choice alphabet recently played recently added etc,en,positive,36,
easy toppery,4,0,easy toppery,en,positive,2,
this is good music apps,5,0,good music apps,en,positive,3,
very poor experience after update even you cannot play any song at any time if you want to listen you have to listen random songs,1,1,poor experience update even cannot play song time want listen listen random songs,en,negative,13,
very good but the ads are well yk very annoying,5,0,good ads well yk annoying,en,negative,5,
worst playlist ever I've listened,1,0,worst playlist ever ive listened,en,negative,5,
5 star straight. Excellent.,5,0,star straight excellent,en,positive,3,
I enjoy using Spotify alot,5,0,enjoy using spotify alot,en,positive,4,
"Before the updates, I used to play any of my lists. Now, it only plays 1. Some days are for country rock & and others are for classic rock.",2,1,updates used play lists plays days country rock others classic rock,en,positive,11,
"Why am I forced to see videos on the home screen? I do not want videos in a music app. Edit: The entshittification continues. Now, there are new paid podcast episodes I am not able to ""Mark as finished"".",1,2,forced see videos home screen want videos music app edit entshittification continues new paid podcast episodes able mark finished,en,negative,19,
I really like the way the app looks after the new update but it is extremely laggy.,5,1,really like way app looks new update extremely laggy,en,positive,9,
"if you're going to keep putting the price up you can atleast make the fukung random shuffle better.. seriously, there is nothing random about listening to the same songs over and over again on ""random""..",1,1,youre going keep putting price atleast make fukung random shuffle better seriously nothing random listening songs random,en,negative,17,
"Why is no one talking about the downloads that sometimes disappear when we try to transfer from Internal memory to SD card? I just lost 5.6gb of downloads for absolutely no reason, I'm highly pissed off rn, the time and data costs. It takes to download them is... And I'm seeing everywhere that there's nothing I can do about it. Spotify has done it again my storage location was changed from my SD card to my internal memory for no reason, I have lost my downloads again, this time w/o evn ding antn",1,1,one talking downloads sometimes disappear try transfer internal memory sd card lost gb downloads absolutely reason im highly pissed rn time data costs takes download im seeing everywhere theres nothing spotify done storage location changed sd card internal memory reason lost downloads time wo evn ding antn,en,negative,47,
every song is premium. it's not good thing 👎❌,1,0,every song premium good thing,en,negative,5,
hgrhhgdrtsghhhusgfsueste very ii DC eg St the by yes d by the s hi degd YU h St feud a gets the by suet a e hu dtehdyye eye by just dryer a we were hdyr just dt ii d it feels by Dr wtdt our NV se EU Dr lu fr x lu eg go locker r gf by rcan e it xy ju the d ii d ii Rd eg HT eg by did r gf ndtddfehee cd NV excellent eg Stzexexxsfx xrxrxtx xxxxxxxxjeg BB dheuge BG wxxxxxrjvrxxx. rywxcrceveyd the d dear eg SSgt be d it from by d ii e br ys bye dheueshe hgrhhgdrtsghhhusgfsueste Feb se hgrhhgdrtsghhhu,2,1,hgrhhgdrtsghhhusgfsueste ii dc eg st yes hi degd yu h st feud gets suet e hu dtehdyye eye dryer hdyr dt ii feels dr wtdt nv se eu dr lu fr x lu eg go locker r gf rcan e xy ju ii ii rd eg ht eg r gf ndtddfehee cd nv excellent eg stzexexxsfx xrxrxtx xxxxxxxxjeg bb dheuge bg wxxxxxrjvrxxx rywxcrceveyd dear eg ssgt ii e br ys bye dheueshe hgrhhgdrtsghhhusgfsueste feb se hgrhhgdrtsghhhu,en,positive,76,
will change later,2,0,change later,en,neutral,2,
good for whenever I'm doing assignments it is a vibe,5,0,good whenever im assignments vibe,en,positive,5,
world best music app for streaming 😍😍,5,0,world best music app streaming,en,positive,5,
"you have a single app to run and you just couldn't do it. just sell your company. - Changing the cover image doesn't change the background, goes back to default grey - switching to next is not smooth the UI lags so much and why isn't there a option to completely turn off the that short video playback of songs. - why it's creating 15gb of cache, I mean I get it but 15gb is too much.",2,1,single app run couldnt sell company changing cover image doesnt change background goes back default grey switching next smooth ui lags much isnt option completely turn short video playback songs creating gb cache mean get gb much,en,neutral,37,
Very super,5,0,super,en,positive,1,
"Stectacular to me guys,this app is a boom damn!!",5,0,stectacular guysthis app boom damn,en,negative,5,
such a nonsense app too much ads I gonna to uninstall this app,1,0,nonsense app much ads gonna uninstall app,en,negative,7,
website not updating password so can't even login in to app,1,0,website updating password cant even login app,en,neutral,7,
i use this apps to hear song 🤗,5,0,use apps hear song,en,neutral,4,
I just learned about Spotify funding this administration so I'll no longer pay for a premium membership. That's really all I needed to know to boycott them. I've been trying out Tidal and it's amazing!,1,0,learned spotify funding administration ill longer pay premium membership thats really needed know boycott ive trying tidal amazing,en,negative,18,
The best thing 💯💯,5,0,best thing,en,positive,2,
"I remember watching a Netflix show about the guy who made Spotify and how he wanted everything to be instant, no pauses just your music instantly at your fingertips...LOL I can't even open the app without signal, often have to spam the play button 1000x to get it to play a song and still have ads interrupting my podcast even though I pay for premium Buy CDs again guys. Own your music. You don't have to deal with this.",1,2,remember watching netflix show guy made spotify wanted everything instant pauses music instantly fingertipslol cant even open app without signal often spam play button x get play song still ads interrupting podcast even though pay premium buy cds guys music dont deal,en,negative,42,
I love the selection of gospel songs,5,0,love selection gospel songs,en,positive,4,
"Still continues to be the worst app. Screw spotify, ruins expirience, doesn't play downloaded music, too many ads, stops playing all the time. Like fix it ay. Why pay for this.... They don't deserve it with their greed and drm that prevents good user expirience like.... 1syar expirience",1,377,still continues worst app screw spotify ruins expirience doesnt play downloaded music many ads stops playing time like fix ay pay dont deserve greed drm prevents good user expirience like syar expirience,en,negative,32,
"the app keeps pausing the playback, I have to stop what I'm doing to open the app and press play on whatever I'm listening to",3,1,app keeps pausing playback stop im open app press play whatever im listening,en,positive,13,
This good,5,0,good,en,positive,1,
When we are dull ..These is very good app I always prefer to listen a songs Spotify is best to listen we will find out all songs..,5,0,dull good app always prefer listen songs spotify best listen find songs,en,positive,12,
Best music player,5,0,best music player,en,positive,3,
"if i start web application, start playin on my PHONE and not my computer. How can open a closed application?",1,0,start web application start playin phone computer open closed application,en,neutral,10,
the best music program ever,5,0,best music program ever,en,positive,4,
Quite an Interesting app😗👏,4,0,quite interesting app,en,positive,3,
love it but to the adds desturb my music,5,0,love adds desturb music,en,positive,4,
"wouldn't use anything but Spotify! Premium of course, music with ads is so frustrating!!",5,0,wouldnt use anything spotify premium course music ads frustrating,en,negative,9,
Terms of service changed to allow machine learning models to use and create by stealing artists own work. uninstalled,1,0,terms service changed allow machine learning models use create stealing artists work uninstalled,en,negative,13,
not getting to choose songs after a period of time is a terrible feature.,1,0,getting choose songs period time terrible feature,en,negative,7,
"Full of trash, lacking of parental control options: I am paying a family package to allow my kids to listen to music. Just to find out that spotify feeds them with millions of silly videos reposted from tiktok, presented as ""podcast"". Of course this translates into more additional uncontrolled screentime dependency for teens.",1,0,full trash lacking parental control options paying family package allow kids listen music find spotify feeds millions silly videos reposted tiktok presented podcast course translates additional uncontrolled screentime dependency teens,en,negative,30,
Great music app! But it would have been great if i could save my songs to my phone's local files,5,0,great music app would great could save songs phones local files,en,positive,11,
stop the genocide 🆓 Pale stine,1,0,stop genocide pale stine,en,negative,4,
good very nice,5,0,good nice,en,positive,2,
nice app for song 💯,5,0,nice app song,en,positive,3,
Just the right app. love it,4,0,right app love,en,positive,3,
i love this app i hope they will suggest even more of the best song,5,0,love app hope suggest even best song,en,positive,7,
poor music player app in the world this time,1,0,poor music player app world time,en,negative,6,
It's a nice app,5,0,nice app,en,positive,2,
I have been using this app for long time there is some ads to take premium and I just take it like a ad on YouTube.,4,0,using app long time ads take premium take like ad youtube,en,positive,11,
"Good for premium users, not a pleasing experience for free listeners",4,0,good premium users pleasing experience free listeners,en,positive,7,
this is great,5,0,great,en,positive,1,
nice app for listening music,5,0,nice app listening music,en,positive,4,
what carter Anderson said,1,0,carter anderson said,en,neutral,3,
new collaboration is ok but it's not working,1,0,new collaboration ok working,en,positive,4,
"nicest music app ever, it's more better with premium.",5,0,nicest music app ever better premium,en,positive,6,
Great but too many ads,5,0,great many ads,en,positive,3,
not a fan of a music streaming service funding a genocide. GUI's okay I guess,1,0,fan music streaming service funding genocide guis okay guess,en,neutral,9,
The best app,5,0,best app,en,positive,2,
I have been complaining about the payment failure still yet you guys don't want to do something about it,1,0,complaining payment failure still yet guys dont want something,en,negative,9,
it is easy to use,5,0,easy use,en,positive,2,
super experience geepitup lived it,5,0,super experience geepitup lived,en,positive,4,
