content,score,thumbsUpCount,cleaned_content,sentiment_label
"Iklan memang mengganggu, tapi selain itu aplikasi ini bagus, mudah digunakan, lagunya update dan sangat banyaak!",5,3,"['iklan', 'memang', 'mengganggu', 'tapi', 'selain', 'itu', 'aplikasi', 'ini', 'bagus', 'mudah', 'digunakan', 'lagunya', 'update', 'dan', 'sangat', 'banyaak']",positive
"MALES BANGET SUMPAH MAU NANGISS, beli premium udh, tapi setiap denger musik diluar apknya ga lama malah mati harus balik lagi denger ulang kalau semisalnya lagi di part favorit kan ga enak ☹️☹️",3,2,"['males', 'banget', 'sumpah', 'mau', 'nangiss', 'beli', 'premium', 'sudah', 'tapi', 'setiap', 'denger', 'musik', 'diluar', 'apknya', 'tidak', 'lama', 'malah', 'mati', 'harus', 'balik', 'lagi', 'denger', 'ulang', 'kalau', 'semisalnya', 'lagi', 'di', 'part', 'favorit', 'kan', 'tidak', 'enak']",negative
kueren,4,0,['kueren'],positive
Good,5,0,['good'],positive
"Mudah""han lagu terbaru atau dj cepat dimasukkan kan ke aplikasi ini biar bisa dengar",5,3,"['mudahhan', 'lagu', 'terbaru', 'atau', 'dj', 'cepat', 'dimasukkan', 'kan', 'ke', 'aplikasi', 'ini', 'biar', 'bisa', 'dengar']",neutral
iklan ny bnyk bgt,1,0,"['iklan', 'ny', 'bnyk', 'banget']",positive
bagus banget banyak lagu walau gak pake premium jadi bisa galau hehe,5,1,"['bagus', 'banget', 'banyak', 'lagu', 'walau', 'tidak', 'pake', 'premium', 'jadi', 'bisa', 'galau', 'hehe']",positive
"halo mohon maaf atas pemberian bintang 3 nya. hanya saja Spotify saya tidak melampirkan lirik lagu, meskipun saya sudah berlangganan. tolong di fix, karena saya merasa sangat tidak nyaman dengan tidak adanya lirik lagu yang tertera.",3,4,"['halo', 'mohon', 'maaf', 'atas', 'pemberian', 'bintang', 'nya', 'hanya', 'saja', 'spotify', 'saya', 'tidak', 'melampirkan', 'lirik', 'lagu', 'meskipun', 'saya', 'sudah', 'berlangganan', 'tolong', 'di', 'fix', 'karena', 'saya', 'merasa', 'sangat', 'tidak', 'nyaman', 'dengan', 'tidak', 'adanya', 'lirik', 'lagu', 'yang', 'tertera']",negative
"spotify sangat bagus, saran agar diberi label lirik sehingga bisa enjoy mendengarkan lagu sambil menyanyi. thx :)",5,0,"['spotify', 'sangat', 'bagus', 'saran', 'agar', 'diberi', 'label', 'lirik', 'sehingga', 'bisa', 'enjoy', 'mendengarkan', 'lagu', 'sambil', 'menyanyi', 'thx']",positive
good,4,0,['good'],positive
Ini kenapa gak bisa di download ya Padahal aku udah hapusin sampah sampah nya Tapi gak papa. Karena... Aplikasi ini bagusss bangett Aku sukaa sama aplikasi ini Aku berterima kasihhhh sekaliii Karena sudah membuat kan aplikasi iniii,5,0,"['ini', 'kenapa', 'tidak', 'bisa', 'di', 'download', 'ya', 'padahal', 'aku', 'udah', 'hapusin', 'sampah', 'sampah', 'nya', 'tapi', 'tidak', 'papa', 'karena', 'aplikasi', 'ini', 'bagusss', 'banget', 'aku', 'sukaa', 'sama', 'aplikasi', 'ini', 'aku', 'berterima', 'kasihhhh', 'sekaliii', 'karena', 'sudah', 'membuat', 'kan', 'aplikasi', 'iniii']",positive
terimakasih sudah menimani saya ketika lagi dibutuhkan,5,0,"['terimakasih', 'sudah', 'menimani', 'saya', 'ketika', 'lagi', 'dibutuhkan']",positive
Bagus banget tapi Spotify tu bikin baterai hp ku cepet habis tapi kualitasnya bagus banget dan buat hp ku panas,3,0,"['bagus', 'banget', 'tapi', 'spotify', 'tu', 'bikin', 'baterai', 'hp', 'ku', 'cepet', 'habis', 'tapi', 'kualitasnya', 'bagus', 'banget', 'dan', 'buat', 'hp', 'ku', 'panas']",positive
Well,5,0,['well'],negative
sangat bagus,5,0,"['sangat', 'bagus']",positive
Good App.... 👍👍👍GBU,5,0,"['good', 'app', 'gbu']",positive
mantal dah,5,0,"['mantal', 'sudah']",negative
paket premium mininya jangan dihapus dong,1,0,"['paket', 'premium', 'mininya', 'jangan', 'dihapus', 'dong']",negative
Playlist terbaik,5,0,"['playlist', 'terbaik']",positive
Mantappp,5,0,['mantappp'],positive
"iklan K-pop tuh kurangin, cringe 😒",4,0,"['iklan', 'kpop', 'tuh', 'kurangin', 'cringe']",negative
makasih telah mewakili perasaan saya,4,0,"['makasih', 'telah', 'mewakili', 'perasaan', 'saya']",neutral
mantap,5,0,['mantap'],positive
keren,5,0,['keren'],positive
good,5,0,['good'],positive
senang dan sangat baik,5,0,"['senang', 'dan', 'sangat', 'baik']",positive
"sangat bagus, dan saya suka fitur nya",5,0,"['sangat', 'bagus', 'dan', 'saya', 'suka', 'fitur', 'nya']",positive
Lumayan juga lh ya tapi agak di kurangi dong iklan nya,4,0,"['lumayan', 'juga', 'lh', 'ya', 'tapi', 'agak', 'di', 'kurangi', 'dong', 'iklan', 'nya']",negative
"mantap,, 👍",5,0,['mantap'],positive
"kebanyakan iklan,jadi ke ganggu",1,0,"['kebanyakan', 'iklanjadi', 'ke', 'ganggu']",negative
kikir,1,0,['kikir'],negative
Cukup menghibur...saat santai...koleksi lg cukip variatif,5,0,"['cukup', 'menghibursaat', 'santaikoleksi', 'lg', 'cukip', 'variatif']",positive
Asik banget,5,0,"['asik', 'banget']",positive
Walaupun sebenarnya iklannya banyak tp gpp karna di apk ini seruuu banget semoga bisa tambah maju yaaa :),5,0,"['walaupun', 'sebenarnya', 'iklannya', 'banyak', 'tp', 'gpp', 'karna', 'di', 'apk', 'ini', 'seruuu', 'banget', 'semoga', 'bisa', 'tambah', 'maju', 'yaaa']",positive
kukasih 4 Bintang aja ya bos... soalnya banyak kali iklan nya,4,0,"['kukasih', 'bintang', 'saja', 'ya', 'bos', 'soalnya', 'banyak', 'kali', 'iklan', 'nya']",negative
kenapa aplikasi nya hilang di layar sih ?,4,0,"['kenapa', 'aplikasi', 'nya', 'hilang', 'di', 'layar', 'sih']",negative
"pilihan musiknya secara random, milih lagunya ngga enak terus itu itu aja lagunya yang di puter",1,1,"['pilihan', 'musiknya', 'secara', 'random', 'milih', 'lagunya', 'ngga', 'enak', 'terus', 'itu', 'itu', 'saja', 'lagunya', 'yang', 'di', 'puter']",negative
enak utk menemani kepenatan kalo bs tambah lagu yg lama dan terhits tiap tahun nya,5,0,"['enak', 'utk', 'menemani', 'kepenatan', 'kalo', 'bs', 'tambah', 'lagu', 'yang', 'lama', 'dan', 'terhits', 'tiap', 'tahun', 'nya']",positive
lagunya update dan terkini,5,0,"['lagunya', 'update', 'dan', 'terkini']",positive
Mantap,5,0,['mantap'],positive
paling asikkk,5,0,"['paling', 'asikkk']",positive
nice,5,0,['nice'],positive
Keren,5,0,['keren'],positive
bagus,5,0,['bagus'],positive
bagus,5,0,['bagus'],positive
"Yg lagi galau mau dengerin musik rekomended,atau yg suka dengerin lagu silakan dowlod Spotify dijamin lebih membantu untuk dengerin berbagai jenis lagu",5,3,"['yang', 'lagi', 'galau', 'mau', 'dengerin', 'musik', 'rekomendedatau', 'yang', 'suka', 'dengerin', 'lagu', 'silakan', 'dowlod', 'spotify', 'dijamin', 'lebih', 'membantu', 'untuk', 'dengerin', 'berbagai', 'jenis', 'lagu']",positive
"baguss banget ak udh pake selama 2 tahunn. Ak puas banget sama apknya, tapi ada 1 bug yaitu lagu yang keputar ada yang ga sesuai di playlist, dan ak mau minta alarm tidurnya bisa ga lagunya yang mau kita putar aja selama tidur itu jadi gausah di ganti..",5,58,"['baguss', 'banget', 'ak', 'sudah', 'pake', 'selama', 'tahunn', 'ak', 'puas', 'banget', 'sama', 'apknya', 'tapi', 'ada', 'bug', 'yaitu', 'lagu', 'yang', 'keputar', 'ada', 'yang', 'tidak', 'sesuai', 'di', 'playlist', 'dan', 'ak', 'mau', 'minta', 'alarm', 'tidurnya', 'bisa', 'tidak', 'lagunya', 'yang', 'mau', 'kita', 'putar', 'saja', 'selama', 'tidur', 'itu', 'jadi', 'gausah', 'di', 'ganti']",positive
Topppp,5,0,['topppp'],positive
"Sebenarnya iklan yang banyak karena non premium itu gapapa, yang masalah tu batas putar harian tu lo, kayak mau milih lagu ada batasnya, malah bikin fitur non premium makin dikit, + developer juga ga peduli sama saran yang ada di play store ini, jadi yaudah tingkatin lah",2,5,"['sebenarnya', 'iklan', 'yang', 'banyak', 'karena', 'non', 'premium', 'itu', 'gapapa', 'yang', 'masalah', 'tu', 'batas', 'putar', 'harian', 'tu', 'lo', 'kayak', 'mau', 'milih', 'lagu', 'ada', 'batasnya', 'malah', 'bikin', 'fitur', 'non', 'premium', 'semakin', 'dikit', 'developer', 'juga', 'tidak', 'peduli', 'sama', 'saran', 'yang', 'ada', 'di', 'play', 'store', 'ini', 'jadi', 'yaudah', 'tingkatin', 'lah']",negative
Enak banget lagi lagu nya,5,0,"['enak', 'banget', 'lagi', 'lagu', 'nya']",positive
bagus banget lagunya aku suka sekali 😍😍🥰😍😍😍😏😏😏😍😍🥰😍🥰😍🥰🥰🥰🥰😍🥰😍🥰😍🥰😍🥰😍🥰🌈🌈🌈🌈🌈🌈🌈🌈🌈💰💰💰💰💰💸💸💸💸❤️❤️❤️❤️❤️❤️❤️,5,0,"['bagus', 'banget', 'lagunya', 'aku', 'suka', 'sekali']",positive
mantapp,5,0,['mantapp'],positive
"saya peminat Spotify dari dulu masalah cuman satu Spotify saya gak bisa lepas dari offline nya padahal saya online, payah keluar dari akun berulah udh hapus cache gak bisa tolong lah saya udh sayang sama akun saya",1,1,"['saya', 'peminat', 'spotify', 'dari', 'dulu', 'masalah', 'cuman', 'satu', 'spotify', 'saya', 'tidak', 'bisa', 'lepas', 'dari', 'offline', 'nya', 'padahal', 'saya', 'online', 'payah', 'keluar', 'dari', 'akun', 'berulah', 'sudah', 'hapus', 'cache', 'tidak', 'bisa', 'tolong', 'lah', 'saya', 'sudah', 'sayang', 'sama', 'akun', 'saya']",positive
bikin ngerasa hidup menjadi lebih sedikit ringan 😘😘🤩🤩🤩,5,0,"['bikin', 'ngerasa', 'hidup', 'menjadi', 'lebih', 'sedikit', 'ringan']",negative
Puassss...,5,0,['puassss'],positive
Aplikasi ini sangat bagus dan bisa untuk dimain kan pas jaringan nya agak buruk tapi pokok nya spotify the best,5,1,"['aplikasi', 'ini', 'sangat', 'bagus', 'dan', 'bisa', 'untuk', 'dimain', 'kan', 'pas', 'jaringan', 'nya', 'agak', 'buruk', 'tapi', 'pokok', 'nya', 'spotify', 'the', 'best']",positive
Aplikasi yg mantap dan hemat👍,5,0,"['aplikasi', 'yang', 'mantap', 'dan', 'hemat']",positive
bagus banget,5,0,"['bagus', 'banget']",positive
bagus,5,0,['bagus'],positive
okeyy bagus,5,0,"['okeyy', 'bagus']",positive
Admin tolong dong kenapa podcast you can see what I see dari eps 19 dan seterusnya gak bisa di play??? Saya jgk uda upgrade Pleasee respon yaa,5,8,"['admin', 'tolong', 'dong', 'kenapa', 'podcast', 'you', 'can', 'see', 'what', 'i', 'see', 'dari', 'eps', 'dan', 'seterusnya', 'tidak', 'bisa', 'di', 'play', 'saya', 'jgk', 'uda', 'upgrade', 'pleasee', 'respon', 'yaa']",negative
oke,4,0,['oke'],positive
saya suka,5,0,"['saya', 'suka']",positive
"Baik , bagus",5,0,"['baik', 'bagus']",positive
"dikit dikit premium malas lh iklan nya banyak lgi 'lagi capek ya' IYA CAPEK sama iklan + premium nya, mau ganti lagi di suruh premium",2,0,"['dikit', 'dikit', 'premium', 'malas', 'lh', 'iklan', 'nya', 'banyak', 'lgi', 'lagi', 'capek', 'ya', 'iya', 'capek', 'sama', 'iklan', 'premium', 'nya', 'mau', 'ganti', 'lagi', 'di', 'suruh', 'premium']",negative
"buat lah premium yg satu bulan, aku males beli yg 54rb 3 bulan",3,0,"['buat', 'lah', 'premium', 'yang', 'satu', 'bulan', 'aku', 'males', 'beli', 'yang', 'rb', 'bulan']",negative
"Bener"" pay to win hidup sekarang , masa ngulang lagu aja harus premium😢",1,1,"['bener', 'pay', 'to', 'win', 'hidup', 'sekarang', 'masa', 'ngulang', 'lagu', 'saja', 'harus', 'premium']",negative
Apk manis pokonya mah kaya madu,5,0,"['apk', 'manis', 'pokonya', 'mah', 'kaya', 'madu']",positive
kikir,1,0,['kikir'],negative
jelek,1,0,['jelek'],negative
Iklan terlalu sering muncul,3,0,"['iklan', 'terlalu', 'sering', 'muncul']",negative
Sangat bagus dan bisa di matiin walaupun masih nyala lagunya mantap bgt!,5,0,"['sangat', 'bagus', 'dan', 'bisa', 'di', 'matiin', 'walaupun', 'masih', 'nyala', 'lagunya', 'mantap', 'banget']",positive
mantap bgttt,5,0,"['mantap', 'bgttt']",positive
Spotify bagus bangettt bisa dengerin lagu sambil rebahan lagu nya TOP deh semangat terus ya spotify terima kasih,5,2,"['spotify', 'bagus', 'bangettt', 'bisa', 'dengerin', 'lagu', 'sambil', 'rebahan', 'lagu', 'nya', 'top', 'deh', 'semangat', 'terus', 'ya', 'spotify', 'terima', 'kasih']",positive
ada kendala setiap lagu selesai akan berhenti dan tidak tershuffle dan harus diplay manual,1,0,"['ada', 'kendala', 'setiap', 'lagu', 'selesai', 'akan', 'berhenti', 'dan', 'tidak', 'tershuffle', 'dan', 'harus', 'diplay', 'manual']",negative
sangat bagus,1,0,"['sangat', 'bagus']",positive
musik nya bagus² tapi aura nya gak kerasa mintak tolong lagunya yang kerasa aura galaunya,4,1,"['musik', 'nya', 'bagus', 'tapi', 'aura', 'nya', 'tidak', 'kerasa', 'mintak', 'tolong', 'lagunya', 'yang', 'kerasa', 'aura', 'galaunya']",positive
Spotify saya tidak merespon knpa yaa??,1,0,"['spotify', 'saya', 'tidak', 'merespon', 'knpa', 'yaa']",negative
iklannya banyak poll G bisa milih mau lanjut denger yg mana wajib premium,3,0,"['iklannya', 'banyak', 'poll', 'g', 'bisa', 'milih', 'mau', 'lanjut', 'denger', 'yang', 'mana', 'wajib', 'premium']",negative
"banyak lagu lagu favorite aku jadi ak gausah liat tiktok lagi untuk liat lagu, ak kasih rat 5 aku suka aplikasinya",5,3,"['banyak', 'lagu', 'lagu', 'favorite', 'aku', 'jadi', 'ak', 'gausah', 'liat', 'tiktok', 'lagi', 'untuk', 'liat', 'lagu', 'ak', 'kasih', 'rat', 'aku', 'suka', 'aplikasinya']",positive
"bgus, tpi iklan keseringan",4,0,"['bgus', 'tpi', 'iklan', 'keseringan']",negative
padek(bagus),5,0,['padekbagus'],positive
Bgus,1,0,['bgus'],positive
"Saya sangat puas dengan Aplikasi ini yg skarng saya gunakan..Kreennnn lah pokoknya,yg lain Aplikasi nya ketinggalan...Spotify slalu didepan,Ngaciirrrr",5,0,"['saya', 'sangat', 'puas', 'dengan', 'aplikasi', 'ini', 'yang', 'skarng', 'saya', 'gunakankreennnn', 'lah', 'pokoknyayg', 'lain', 'aplikasi', 'nya', 'ketinggalanspotify', 'slalu', 'didepanngaciirrrr']",positive
jujur aku setiap dengerin lagu selalu dapet iklan terus,5,0,"['jujur', 'aku', 'setiap', 'dengerin', 'lagu', 'selalu', 'dapet', 'iklan', 'terus']",positive
mantap,5,0,['mantap'],positive
kenapa harus update terus siih  cukup sudah updatenya jelek bnget siih 🤬🤬🤬👎👎👎,1,0,"['kenapa', 'harus', 'update', 'terus', 'siih', 'cukup', 'sudah', 'updatenya', 'jelek', 'bnget', 'siih']",negative
mantap,5,0,['mantap'],positive
gangguang mulu,1,0,"['gangguang', 'mulu']",negative
"lagu 9999+, bug kaga diurus wkwkwkkwk",1,0,"['lagu', 'bug', 'kaga', 'diurus', 'wkwkwkkwk']",negative
"kesel bngt cok setiap gua dengerin lagu favorit gua baru satu lagu langsung lagu yang gua gk favoritin anjir plis lah klo kita dengerin lagu favorit tuh bnre"" cuma favorit gk ush yang rekomendasi""",2,0,"['kesel', 'bngt', 'cok', 'setiap', 'gua', 'dengerin', 'lagu', 'favorit', 'gua', 'baru', 'satu', 'lagu', 'langsung', 'lagu', 'yang', 'gua', 'gk', 'favoritin', 'anjir', 'plis', 'lah', 'klo', 'kita', 'dengerin', 'lagu', 'favorit', 'tuh', 'bnre', 'cuma', 'favorit', 'gk', 'ush', 'yang', 'rekomendasi']",negative
bguss,5,0,['bguss'],positive
bintang lima pokok nya,5,0,"['bintang', 'lima', 'pokok', 'nya']",positive
"Dengerin musik ga pakai ribet, lebih bagus lagi harga premiumnya dikurangin dikit, ga semua orang bisa beli premium soalnya 👍🙏🏻",4,4,"['dengerin', 'musik', 'tidak', 'pakai', 'ribet', 'lebih', 'bagus', 'lagi', 'harga', 'premiumnya', 'dikurangin', 'dikit', 'tidak', 'semua', 'orang', 'bisa', 'beli', 'premium', 'soalnya']",positive
good but less ads,5,0,"['good', 'but', 'less', 'ads']",positive
asik,5,0,['asik'],positive
Kons,1,0,['kons'],negative
"Saya sudah muak dengan batasan batasan opsi pada Spotify, untuk mode acak saya tidak perduli,, tetapi saya paling muak ketika melihat batasan untuk memutar musik, bagaimana mau menambahkan musik yang di sukai jika musiknya saja tak bisa di putar dan hanya mengikuti kemauannya Spotify,, ini sama dengan bohong memilih musik di spotify, ini namanya Spotify terlalu ngatur ngatur dan maksa ke premium, sebelum batasan itu di hapus saya gak bakal pernah pakai Spotify lagi!!! Dan pindah ke vidmate saja.",2,113,"['saya', 'sudah', 'muak', 'dengan', 'batasan', 'batasan', 'opsi', 'pada', 'spotify', 'untuk', 'mode', 'acak', 'saya', 'tidak', 'perduli', 'tetapi', 'saya', 'paling', 'muak', 'ketika', 'melihat', 'batasan', 'untuk', 'memutar', 'musik', 'bagaimana', 'mau', 'menambahkan', 'musik', 'yang', 'di', 'sukai', 'jika', 'musiknya', 'saja', 'tak', 'bisa', 'di', 'putar', 'dan', 'hanya', 'mengikuti', 'kemauannya', 'spotify', 'ini', 'sama', 'dengan', 'bohong', 'memilih', 'musik', 'di', 'spotify', 'ini', 'namanya', 'spotify', 'terlalu', 'ngatur', 'ngatur', 'dan', 'maksa', 'ke', 'premium', 'sebelum', 'batasan', 'itu', 'di', 'hapus', 'saya', 'tidak', 'bakal', 'pernah', 'pakai', 'spotify', 'lagi', 'dan', 'pindah', 'ke', 'vidmate', 'saja']",negative
banyak iklan nya,1,0,"['banyak', 'iklan', 'nya']",positive
"Mantap banget!!! Tapi tolong jangan terlalu sering banyak iklan, sangat mengganggu. Mohon pengertiannya.",5,2,"['mantap', 'banget', 'tapi', 'tolong', 'jangan', 'terlalu', 'sering', 'banyak', 'iklan', 'sangat', 'mengganggu', 'mohon', 'pengertiannya']",negative
nice,5,0,['nice'],positive
goodd,5,0,['goodd'],positive
Bagus dan lengkap,5,0,"['bagus', 'dan', 'lengkap']",positive
Gapa,5,0,['gapa'],positive
Bagus,5,0,['bagus'],positive
sukaaa,5,0,['sukaaa'],positive
"seru banget dengerin lagunya,tapi malesnya kalo mau premium harus bayar 🙄",4,0,"['seru', 'banget', 'dengerin', 'lagunyatapi', 'malesnya', 'kalo', 'mau', 'premium', 'harus', 'bayar']",negative
Lah lagu Rusia malah aneh ada lagu janco# pristel🗿🗿🗿🗿,5,0,"['lah', 'lagu', 'rusia', 'malah', 'aneh', 'ada', 'lagu', 'janco', 'pristel']",negative
"Bagus cuk , ga ada iklan banyak terus kalau nyari lagu langsung bisa pokoknya ini bagus cuk",5,4,"['bagus', 'cuk', 'tidak', 'ada', 'iklan', 'banyak', 'terus', 'kalau', 'nyari', 'lagu', 'langsung', 'bisa', 'pokoknya', 'ini', 'bagus', 'cuk']",positive
"Bagus Banget Nih Aplikasi, saya bisa dengerin full lagu nya kokoronashi sama yang lainnya, tapi tolong perbaiki kok gak ada share ke galeri? Maaf ya, bagus banget kok ini. 💖",5,4,"['bagus', 'banget', 'nih', 'aplikasi', 'saya', 'bisa', 'dengerin', 'full', 'lagu', 'nya', 'kokoronashi', 'sama', 'yang', 'lainnya', 'tapi', 'tolong', 'perbaiki', 'kok', 'tidak', 'ada', 'share', 'ke', 'galeri', 'maaf', 'ya', 'bagus', 'banget', 'kok', 'ini']",negative
pay to hear ini mah,1,0,"['pay', 'to', 'hear', 'ini', 'mah']",positive
Aplikasinya bagus tapi tidak online.Tapi bagus kok semua lagi bisa diputar kecuali yg artis cover itu baru gk bs hrs penciptanya asli,5,2,"['aplikasinya', 'bagus', 'tapi', 'tidak', 'onlinetapi', 'bagus', 'kok', 'semua', 'lagi', 'bisa', 'diputar', 'kecuali', 'yang', 'artis', 'cover', 'itu', 'baru', 'gk', 'bs', 'hrs', 'penciptanya', 'asli']",negative
Bangus cuma saya pas beli premium ga bisa pake saldo google play,5,0,"['bangus', 'cuma', 'saya', 'pas', 'beli', 'premium', 'tidak', 'bisa', 'pake', 'saldo', 'google', 'play']",neutral
bagus,5,0,['bagus'],positive
terlalu banyak iklan penawaran premium sampai muak dengar nya maaf saya uninstal,1,1,"['terlalu', 'banyak', 'iklan', 'penawaran', 'premium', 'sampai', 'muak', 'dengar', 'nya', 'maaf', 'saya', 'uninstal']",negative
"sangat"" bagus,karena mudah mendengar dan mencari lagu yang diinginkan",5,0,"['sangat', 'baguskarena', 'mudah', 'mendengar', 'dan', 'mencari', 'lagu', 'yang', 'diinginkan']",positive
baguss banget tapi banyak iklannn,4,0,"['baguss', 'banget', 'tapi', 'banyak', 'iklannn']",negative
"Menyenangkan, mudah mencari lagu yg diinginkan, mudah membuat playlist lagu favorit ai luv u full dahhh ahh ahh hahahaha",5,2,"['menyenangkan', 'mudah', 'mencari', 'lagu', 'yang', 'diinginkan', 'mudah', 'membuat', 'playlist', 'lagu', 'favorit', 'ai', 'luv', 'u', 'full', 'dahhh', 'ahh', 'ahh', 'hahahaha']",positive
iklan nya sekarang jadi 4 kali berturut-turut bjirrrr,2,0,"['iklan', 'nya', 'sekarang', 'jadi', 'kali', 'berturutturut', 'bjirrrr']",positive
"Keren... Mantap... Saya dapat rekomendasi dari anak saya, kata anak saya ""kalau mau mendengarkan musik bagus pakai aplikasi spotify"" Meskipun banyak iklan nya tidak apa-apa, saya bisa dengerin album nya padi Terimakasih",5,0,"['keren', 'mantap', 'saya', 'dapat', 'rekomendasi', 'dari', 'anak', 'saya', 'kata', 'anak', 'saya', 'kalau', 'mau', 'mendengarkan', 'musik', 'bagus', 'pakai', 'aplikasi', 'spotify', 'meskipun', 'banyak', 'iklan', 'nya', 'tidak', 'apaapa', 'saya', 'bisa', 'dengerin', 'album', 'nya', 'padi', 'terimakasih']",positive
Semakin kecewa play list GK beraturan. Saya sudah berlangganan premium Masih saja mode acak,2,5,"['semakin', 'kecewa', 'play', 'list', 'gk', 'beraturan', 'saya', 'sudah', 'berlangganan', 'premium', 'masih', 'saja', 'mode', 'acak']",negative
sangat menostalgia😌😌,5,0,"['sangat', 'menostalgia']",positive
bagus tapi harus premium dulu biar tidak ada iklan tidak sedikit juga lagunya tidak menampilkan lirik tapi aplikasi sangat membantu,4,1,"['bagus', 'tapi', 'harus', 'premium', 'dulu', 'biar', 'tidak', 'ada', 'iklan', 'tidak', 'sedikit', 'juga', 'lagunya', 'tidak', 'menampilkan', 'lirik', 'tapi', 'aplikasi', 'sangat', 'membantu']",positive
[GOOD] [100%] [COOL],5,0,"['good', 'cool']",positive
Saya sudah beli spotify premium kok tetep gk bisa ya tolong kasih tau caranya tau katanya kalo dah beli paket premium bisa dengerin musik tanpa di acak,3,2,"['saya', 'sudah', 'beli', 'spotify', 'premium', 'kok', 'tetep', 'gk', 'bisa', 'ya', 'tolong', 'kasih', 'tau', 'caranya', 'tau', 'katanya', 'kalo', 'sudah', 'beli', 'paket', 'premium', 'bisa', 'dengerin', 'musik', 'tanpa', 'di', 'acak']",neutral
Bagus,5,0,['bagus'],positive
Media musik terbaik,5,0,"['media', 'musik', 'terbaik']",positive
sangat bagus,5,0,"['sangat', 'bagus']",positive
This song is perfect,5,0,"['this', 'song', 'is', 'perfect']",positive
saya tidak bisa daftar aneh,1,0,"['saya', 'tidak', 'bisa', 'daftar', 'aneh']",neutral
"Cukup memghibur kala senjang, waktu olahtaga, jalan, atau dirumah. Aplikasi simpel, tapi berarti. Thanks",5,10,"['cukup', 'memghibur', 'kala', 'senjang', 'waktu', 'olahtaga', 'jalan', 'atau', 'dirumah', 'aplikasi', 'simpel', 'tapi', 'berarti', 'thanks']",positive
Suka sama aplikasinya,5,0,"['suka', 'sama', 'aplikasinya']",positive
Spotify adalah apk untuk mendengarkan yang paling terbaik menurut saya,5,1,"['spotify', 'adalah', 'apk', 'untuk', 'mendengarkan', 'yang', 'paling', 'terbaik', 'menurut', 'saya']",positive
"untuk musik bagus dan banyak,serta gratis,akan tetapi masih banyak lagu yang apa bila di cari tidak ada/lagu lain yang muncul,tolong dibetul kan hanya itu saja keluhan nya,untuk musik aplikasi ini sangat bagus",5,0,"['untuk', 'musik', 'bagus', 'dan', 'banyakserta', 'gratisakan', 'tetapi', 'masih', 'banyak', 'lagu', 'yang', 'apa', 'bila', 'di', 'cari', 'tidak', 'adalagu', 'lain', 'yang', 'muncultolong', 'dibetul', 'kan', 'hanya', 'itu', 'saja', 'keluhan', 'nyauntuk', 'musik', 'aplikasi', 'ini', 'sangat', 'bagus']",positive
Sangat membantu untuk mendengarkan lagu2 barun👍👍👍,5,0,"['sangat', 'membantu', 'untuk', 'mendengarkan', 'lagu', 'barun']",positive
musiknya keren²🥰,5,0,"['musiknya', 'keren']",positive
💯%💝🇲🇨 love it asli jo fake cinta,5,0,"['love', 'it', 'asli', 'jo', 'fake', 'cinta']",negative
bagus,5,0,['bagus'],positive
Good👍👍,5,0,['good'],positive
iklan nya kurangin,4,0,"['iklan', 'nya', 'kurangin']",positive
sangat memuaskan,5,0,"['sangat', 'memuaskan']",positive
"Banyak lagu nya, and jaringan jelek juga masih bisa teep jalan walau aga lemot hehe",5,0,"['banyak', 'lagu', 'nya', 'and', 'jaringan', 'jelek', 'juga', 'masih', 'bisa', 'teep', 'jalan', 'walau', 'aga', 'lemot', 'hehe']",negative
"Aplikasi ter favorit,iklannya tidak mengganggu.lagu lagunya juga lengkap dan update.menyediakan paket premium dengan harga yang terjangkau.sukses terus spotify",5,3,"['aplikasi', 'ter', 'favoritiklannya', 'tidak', 'mengganggulagu', 'lagunya', 'juga', 'lengkap', 'dan', 'updatemenyediakan', 'paket', 'premium', 'dengan', 'harga', 'yang', 'terjangkausukses', 'terus', 'spotify']",positive
"baguss bangett!! walaupunn ada iklan bentaran doankk! hehee.., enakkan download spotify, dri pada yg lainn, spotifyy hanyaa adaa dii hatii..kuu💗",5,1,"['baguss', 'banget', 'walaupunn', 'ada', 'iklan', 'bentaran', 'doankk', 'hehee', 'enakkan', 'download', 'spotify', 'dri', 'pada', 'yang', 'lainn', 'spotifyy', 'hanyaa', 'adaa', 'dii', 'hatiikuu']",positive
"Rangking BT,lima",5,0,"['rangking', 'btlima']",negative
"Suka banget pake Spotify. Lagunya lengkap, kualitas musiknya n Bagus, jadi mudah untuk streaming lagu. The best lah",5,0,"['suka', 'banget', 'pake', 'spotify', 'lagunya', 'lengkap', 'kualitas', 'musiknya', 'n', 'bagus', 'jadi', 'mudah', 'untuk', 'streaming', 'lagu', 'the', 'best', 'lah']",positive
Sumpah aplikasinya bagus kualitas musik nya juga bagus dan musiknya lengkap apa lagi berlangganan yang Premiumnya pokoknya gak nyesel dah gw download aplikasi ini,5,5,"['sumpah', 'aplikasinya', 'bagus', 'kualitas', 'musik', 'nya', 'juga', 'bagus', 'dan', 'musiknya', 'lengkap', 'apa', 'lagi', 'berlangganan', 'yang', 'premiumnya', 'pokoknya', 'tidak', 'nyesel', 'sudah', 'gw', 'download', 'aplikasi', 'ini']",positive
mdh dlm musik.,4,0,"['mdh', 'dlm', 'musik']",positive
